pierce,2016-10-15 22:56:59.321904,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/262.wav,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/332.wav,
pierce,2016-10-15 22:56:59.321904,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/197.wav,/Users/pierce/Research/Telephone/acoustic-similarity/data/sounds/271.wav,
