sound_x,sound_y,similarity
62,181,0.01594302472952589
62,250,0.0260929969348712
62,308,0.024567755439163768
62,394,0.010007095417357212
62,458,0.022358385216795024
62,507,0.023061735365437788
62,552,0.02134744987075128
181,250,0.014228022652803209
181,308,0.013690463338409859
181,394,0.008393536843587627
181,458,0.013616316934781684
181,507,0.012907903581217987
181,552,0.013556600775237165
250,308,0.022074847515475195
250,394,0.009618951905952224
250,458,0.02066762784224432
250,507,0.020806467951864728
250,552,0.01929348233784394
308,394,0.010204338724579685
308,458,0.02112773439560493
308,507,0.021129332437506827
308,552,0.01805205275843364
394,458,0.010943087214001676
394,507,0.01080780248227631
394,552,0.01101733979764233
458,507,0.03410073131131427
458,552,0.025911658477974636
507,552,0.027199901422781697
204,206,0.01680977560201658
204,280,0.015915210581489463
204,316,0.016101097276410237
204,376,0.015287674313511213
204,424,0.02453713697906482
204,535,0.019654639345955682
204,559,0.013079635438796727
206,280,0.019770085105438817
206,316,0.028648401230500463
206,376,0.015064798063205329
206,424,0.022694530783004402
206,535,0.02291330062624164
206,559,0.014162798259638716
280,316,0.020195553333059352
280,376,0.012760784703200386
280,424,0.01785847643485155
280,535,0.017246658090323577
280,559,0.010554123782521982
316,376,0.014837350344788197
316,424,0.0232197050163906
316,535,0.022068724764335714
316,559,0.01451961194091534
376,424,0.020473110377545317
376,535,0.016045586507035546
376,559,0.013150697366868169
424,535,0.021823733638876158
424,559,0.016875281927633726
535,559,0.016359447187058174
135,222,0.017193301536570272
135,292,0.016674958724432105
135,304,0.014439903137245616
135,370,0.009955624652209602
135,472,0.015368765737051525
135,510,0.012839103637010196
135,560,0.015401509551944947
222,292,0.024495863331300168
222,304,0.0167789610412291
222,370,0.011837737963083449
222,472,0.01727992502372252
222,510,0.012880851088268057
222,560,0.016333780369374613
292,304,0.02278978733456313
292,370,0.01230498767946807
292,472,0.01702916898535906
292,510,0.01417886780370092
292,560,0.017945690430916074
304,370,0.01369749902744414
304,472,0.01611079137933311
304,510,0.015529670600307206
304,560,0.016931269702084605
370,472,0.012227100311045177
370,510,0.011640163292660008
370,560,0.011910184577954924
472,510,0.01512801089010095
472,560,0.018923970417306157
510,560,0.01623814970342946
145,196,0.017610938825133187
145,243,0.018954177849624002
145,328,0.018976883571059238
145,373,0.0195381034442653
145,450,0.01129206740927036
145,530,0.02317041453261226
145,567,0.021629003116207742
196,243,0.01553863327884345
196,328,0.016947119042932817
196,373,0.015861334573338534
196,450,0.010684898069942751
196,530,0.015851605806418534
196,567,0.018279440434345675
243,328,0.01778030418020651
243,373,0.017853368808353236
243,450,0.011357169693597192
243,530,0.02134805761129826
243,567,0.01955887437683584
328,373,0.01712652990533079
328,450,0.009968836505151459
328,530,0.018072064122601483
328,567,0.017926273363214694
373,450,0.01015101316740453
373,530,0.021064301753702164
373,567,0.01918544602863737
450,530,0.012233633960119913
450,567,0.012664136081550365
530,567,0.020571773840317567
51,216,0.02029755495282465
51,248,0.010233167994619673
51,339,0.021064622795026203
51,398,0.012614409128898794
51,467,0.021007592435653272
51,490,0.018422487666484598
216,248,0.010625838043436545
216,339,0.018590736847686255
216,398,0.012725284437099887
216,467,0.019516718881087133
216,490,0.021133855549990303
248,339,0.011171710513843816
248,398,0.009148059863419948
248,467,0.008931160903269678
248,490,0.009082235330618995
339,398,0.012613485213133498
339,467,0.018045323071540383
339,490,0.016950958190843197
398,467,0.01303620970464314
398,490,0.013260396328002208
467,490,0.02064657201955234
54,167,0.0140611651643471
54,167,0.0140611651643471
54,287,0.015631231281775716
54,287,0.015631231281775716
54,298,0.016437147304166108
54,298,0.016437147304166108
54,436,0.01546907496248788
54,481,0.016732422740081545
54,495,0.014274680861194966
167,287,0.013274000240877016
167,287,0.013274000240877016
167,298,0.015250503027526606
167,298,0.015250503027526606
167,436,0.013988130666339834
167,481,0.014871963380651238
167,495,0.014555900259128824
287,298,0.01712452292730076
287,298,0.01712452292730076
287,436,0.019274988925651812
287,481,0.018788441815831
287,495,0.01560891568069248
298,436,0.017485737009879054
298,481,0.017261285994428336
298,495,0.016243451849702946
436,481,0.01939068517929853
436,495,0.014058324985355546
481,495,0.016848250223006116
70,166,0.007480477206377366
70,273,0.010211072064258891
70,306,0.008564455332634327
70,422,0.018351329977384173
70,462,0.007993560214673245
70,499,0.012382779031037669
166,273,0.016692438004485232
166,306,0.013474069057804102
166,422,0.008699509458606603
166,462,0.013216015412465408
166,499,0.010035342518644885
273,306,0.01997504195806435
273,422,0.011493795571045077
273,462,0.023925716563598976
273,499,0.015269048119902796
306,422,0.011059581737461672
306,462,0.018650104856666225
306,499,0.013022190236819841
422,462,0.010218473713503436
422,499,0.012917998748114187
462,499,0.011944013059585527
140,225,0.0177169567351616
140,225,0.0177169567351616
140,269,0.02297550130913943
140,269,0.02297550130913943
140,320,0.01895764901526789
140,408,0.020698524957549726
140,482,0.021916050807775648
140,500,0.011975142885543136
225,269,0.021081067982609208
225,269,0.021081067982609208
225,320,0.018752963985637604
225,408,0.01766410671089006
225,482,0.017575909789975818
225,500,0.01332424648136842
269,320,0.02228361299666529
269,408,0.02052626475869113
269,482,0.0205821660499042
269,500,0.014807636151458303
320,408,0.020913691941015927
320,482,0.01902563259015261
320,500,0.013298940188285991
408,482,0.02001025925169387
408,500,0.012201712430425504
482,500,0.01083831817875728
60,191,0.012587226821981256
60,237,0.012377252772676322
60,299,0.01202266125989909
60,357,0.0160325139685744
60,456,0.013052690205284968
60,512,0.01404516462748462
191,237,0.02056408559892575
191,299,0.016390944557598205
191,357,0.021669473131388384
191,456,0.0204373299158159
191,512,0.014774580453184662
237,299,0.022040383024700044
237,357,0.02204111050403056
237,456,0.020635676094294463
237,512,0.016369998132229262
299,357,0.018870230234487983
299,456,0.016621834506813392
299,512,0.015754351893733094
357,456,0.022481023371114583
357,512,0.01870538563665104
456,512,0.016549051186890644
91,163,0.012871116477469531
55,203,0.02187414083162338
55,203,0.02187414083162338
55,213,0.01674514964906182
55,213,0.01674514964906182
55,318,0.019290243057641283
55,318,0.019290243057641283
55,371,0.016622895821230124
55,371,0.016622895821230124
55,508,0.01825157215437224
55,517,0.014519412074622134
203,213,0.02104116406622629
203,213,0.02104116406622629
203,318,0.02779388238071175
203,318,0.02779388238071175
203,371,0.02030926041117086
203,371,0.02030926041117086
203,508,0.025670257190223773
203,517,0.020183116114264918
213,318,0.0199555041910855
213,318,0.0199555041910855
213,371,0.017829723422401127
213,371,0.017829723422401127
213,508,0.02006048640612156
213,517,0.017407970126426815
318,371,0.019111380399603837
318,371,0.019111380399603837
318,508,0.0244187810991969
318,517,0.020685640573809682
371,508,0.018856367806614226
371,517,0.016344180144834713
508,517,0.02109545845970921
71,197,0.006717169581774176
71,271,0.006096014862302322
71,296,0.006938780721116345
71,407,0.00665935493433984
71,447,0.006362963552084349
71,519,0.0066751455529725934
197,271,0.02258056437105669
197,296,0.02390825352407079
197,407,0.01891588284447284
197,447,0.013723924101068966
197,519,0.0151333771959881
271,296,0.024439173636580196
271,407,0.018888612123097236
271,447,0.015130837659016204
271,519,0.014321062567853437
296,407,0.020744386163989714
296,447,0.014085431762904553
296,519,0.015187910216186087
407,447,0.013542012516987466
407,519,0.013800293436935462
447,519,0.014682382851661685
103,182,0.01643799450381168
103,182,0.01643799450381168
103,182,0.01643799450381168
103,182,0.01643799450381168
103,276,0.0192455951990766
103,352,0.018874382515952904
103,418,0.016914542950106828
103,477,0.016215288288663653
103,521,0.01603729717259752
182,276,0.01802104635575295
182,352,0.016269509296534368
182,418,0.018041316109251828
182,477,0.018185511948977058
182,521,0.014996108324193768
276,352,0.022635111096604512
276,418,0.023878531657041683
276,477,0.020503224309402858
276,521,0.018216406198583484
352,418,0.02347830426876403
352,477,0.018860932854464045
352,521,0.018959001055522208
418,477,0.02338987973910757
418,521,0.019159618313085956
477,521,0.014818259206066081
100,155,0.017902609863515037
100,155,0.017902609863515037
100,254,0.019280570478267436
100,254,0.019280570478267436
100,354,0.018690851148447356
100,354,0.018690851148447356
100,367,0.016184938390194085
100,367,0.016184938390194085
100,503,0.017702769790275002
100,522,0.016376301635948224
155,254,0.014019848974347484
155,254,0.014019848974347484
155,354,0.015541993154757612
155,354,0.015541993154757612
155,367,0.012643648890970841
155,367,0.012643648890970841
155,503,0.014796430538985363
155,522,0.012154085138180871
254,354,0.020080763056993158
254,354,0.020080763056993158
254,367,0.017307773072752934
254,367,0.017307773072752934
254,503,0.017808290072048275
254,522,0.019671461108562483
354,367,0.02019407199971476
354,367,0.02019407199971476
354,503,0.024845291740700208
354,522,0.0183170022866134
367,503,0.018380890821975224
367,522,0.01873788910124611
503,522,0.018178125286127417
103,275,0.017211321052044336
103,275,0.017211321052044336
103,275,0.017211321052044336
103,345,0.0197498585105853
103,345,0.0197498585105853
103,440,0.018995976354770468
103,494,0.015211010524986088
103,525,0.01815587280302201
182,275,0.017481634017250672
182,275,0.017481634017250672
182,275,0.017481634017250672
182,345,0.019691446612351917
182,345,0.019691446612351917
182,440,0.015012615159428559
182,494,0.011930944021055056
182,525,0.016354830014697078
275,345,0.023512376891388558
275,345,0.023512376891388558
275,440,0.017368947361122995
275,494,0.013509445072433424
275,525,0.01881382023605684
345,440,0.017287367956263115
345,494,0.013803184636877876
345,525,0.02070103320182046
440,494,0.014369206990446257
440,525,0.01563984620655291
494,525,0.014850191274855854
59,175,0.012964682135693378
59,229,0.010743232741437856
59,349,0.016354708260539648
59,382,0.012506186597464431
59,439,0.013558784137899266
59,527,0.015560844906472759
175,229,0.01348206954863744
175,349,0.015778079990013082
175,382,0.011586123584010986
175,439,0.016585455727434584
175,527,0.018504316031419447
229,349,0.013076742604438323
229,382,0.011444306496939649
229,439,0.014675718641047018
229,527,0.01764074879054137
349,382,0.019200433491677767
349,439,0.017739546008183102
349,527,0.023550984498227998
382,439,0.01464821253194791
382,527,0.017155494508174395
439,527,0.02484083063779
65,207,0.02272584755566949
65,247,0.005190569633274788
65,330,0.015894355044508892
65,409,0.014576195426132347
65,484,0.01694782562206661
65,528,0.016854091843026112
207,247,0.005613143994143351
207,330,0.016541494685722927
207,409,0.016904785690577902
207,484,0.01858076247338292
207,528,0.022783446400181963
247,330,0.005059765364573881
247,409,0.005744268009007947
247,484,0.00593184258678114
247,528,0.005913655596034607
330,409,0.01414722606246784
330,484,0.015005044702706074
330,528,0.015635095142746518
409,484,0.01878399476406857
409,528,0.0195822111759058
484,528,0.02537435204445476
94,162,0.01636512905400761
94,162,0.01636512905400761
94,255,0.01838638751213204
94,255,0.01838638751213204
94,288,0.02234093273002331
94,288,0.02234093273002331
94,360,0.013610624244312357
94,360,0.013610624244312357
94,505,0.017804917643438004
94,532,0.01958200854429925
162,255,0.01590564290900271
162,255,0.01590564290900271
162,288,0.015991362350940303
162,288,0.015991362350940303
162,360,0.012378304228545144
162,360,0.012378304228545144
162,505,0.01474519457424754
162,532,0.017128155168739362
255,288,0.020616442089844905
255,288,0.020616442089844905
