,sound_x,sound_y,similarity
344,111,253,0.010481804946014008
345,111,258,0.007584974734143654
346,111,264,0.00865811928748218
347,111,267,0.010732586227351905
348,111,536,0.010217377124541826
349,111,539,0.009255563243289869
350,116,146,0.0178663138374862
351,116,150,0.01758305648848421
352,116,154,0.0152260473466636
353,116,155,0.013854070291752556
354,116,158,0.01437542406701069
355,116,161,0.013502724010875128
356,116,162,0.016208850441752937
357,116,163,0.0138401599061411
358,116,165,0.014205710661079769
359,116,166,0.014093164469904931
360,116,167,0.013543355920352312
361,116,173,0.019073141332889815
362,116,174,0.018363262971056886
363,116,175,0.013818073590532404
364,116,176,0.01875965770938532
365,116,177,0.019156884982656552
366,116,179,0.0154990772213418
367,116,181,0.010544547703234555
368,116,182,0.013564823989480994
369,116,183,0.013156735143178678
370,116,184,0.019595477578060325
371,116,185,0.016747544792510644
372,116,187,0.01900769865455619
373,116,189,0.015330645813817372
374,116,191,0.01802797827176539
375,116,193,0.021814679721779803
376,116,196,0.012388948905993206
377,116,197,0.018262882855713918
378,116,198,0.01649996074068227
379,116,200,0.01695947371079161
380,116,202,0.016356309238958984
381,116,203,0.025430750241485618
382,116,206,0.01841006742530744
383,116,207,0.020933002765676667
384,116,211,0.0205284964223044
385,116,216,0.015221854628614315
386,116,217,0.01799219320040154
387,116,222,0.015751289706255063
388,116,225,0.016015845082125484
389,116,228,0.012864522328106837
390,116,231,0.01588381201362532
391,116,234,0.01585771766657015
392,116,246,0.0184511338300199
393,116,249,0.005411619862023249
394,116,253,0.0188940949380672
395,116,258,0.012028512572600531
396,116,264,0.015348265054911341
397,116,267,0.010607547366531637
398,116,536,0.01955695255323673
399,116,539,0.019929321808184467
400,136,146,0.01980425936316169
401,136,150,0.01779489921408451
402,136,154,0.014597613770667752
403,136,155,0.015955369439538267
404,136,158,0.01619475226524086
405,136,161,0.013450225231325129
406,136,162,0.017094960537248474
407,136,163,0.01406032259084332
408,136,165,0.015329346053529275
409,136,166,0.014889172386376862
410,136,167,0.014896063107333447
411,136,173,0.02017067605941356
412,136,174,0.02101303371911589
413,136,175,0.016299791508382774
414,136,176,0.022172190743933555
415,136,177,0.019647892666799574
416,136,179,0.019512423193426
417,136,181,0.010526667565492384
418,136,182,0.0161859384945798
419,136,183,0.015784232633694623
420,136,184,0.020445374543851
421,136,185,0.01989117679137472
422,136,187,0.02169515391286521
423,136,189,0.019138749688226528
424,136,191,0.023195549711439837
425,136,193,0.021004894035939126
426,136,196,0.013083876382786859
427,136,197,0.01993596428975258
428,136,198,0.018941155426374163
429,136,200,0.018734145192612527
430,136,202,0.016774623318177768
431,136,203,0.026306868038829076
432,136,206,0.020705840493149875
433,136,207,0.020454083449560997
434,136,211,0.023350335641102515
435,136,216,0.016531072073390638
436,136,217,0.019652868573389243
437,136,222,0.01932378621964116
438,136,225,0.0180882030046929
439,136,228,0.01480777181465705
440,136,231,0.018796822995017216
441,136,234,0.01829158596562393
442,136,246,0.020131814567770686
443,136,249,0.0060179178652708795
444,136,253,0.021814261396105667
445,136,258,0.011946563988576415
446,136,264,0.01651643343276172
447,136,267,0.012223599235181652
448,136,536,0.022489731696294944
449,136,539,0.022712061078648926
450,159,146,0.013252324866789178
451,159,150,0.011817132035805623
452,159,154,0.02097538604464717
453,159,155,0.01607050160524811
454,159,158,0.017429144656126848
455,159,161,0.011332692078723386
456,159,162,0.0127547232949625
457,159,163,0.010753108195029394
458,159,165,0.01366662412252939
459,159,166,0.012204336493890938
460,159,167,0.012497790813500364
461,159,173,0.017818816194204005
462,159,174,0.01723242811491163
463,159,175,0.012205037500290308
464,159,176,0.015331699747840691
465,159,177,0.015150389482898584
466,159,179,0.013295693663128634
467,159,181,0.008807353127721781
468,159,182,0.011641429849926293
469,159,183,0.012088574471602134
470,159,184,0.012329196994470902
471,159,185,0.012060094810044173
472,159,187,0.013162921647428013
473,159,189,0.012123854787932313
474,159,191,0.011597145353914585
475,159,193,0.01534310529019584
476,159,196,0.010576227511017729
477,159,197,0.01501467116534909
478,159,198,0.013827806347536402
479,159,200,0.014760084594229618
480,159,202,0.01406614733062825
481,159,203,0.015569231527253775
482,159,206,0.014155700121596403
483,159,207,0.01457005116352314
484,159,211,0.013158086608825307
485,159,216,0.013941866965758326
486,159,217,0.015024165274586162
487,159,222,0.01138780058186425
488,159,225,0.01442212269784971
489,159,228,0.010798805849116076
490,159,231,0.011839361489641778
491,159,234,0.01376142088371757
492,159,246,0.014237090979143153
493,159,249,0.005764725598736839
494,159,253,0.013675386820043892
495,159,258,0.010820334866799059
496,159,264,0.011676322315760374
497,159,267,0.01057694888858629
498,159,536,0.014738081233760419
499,159,539,0.01560262358164414
500,172,146,0.015801788821659297
501,172,150,0.014536364183083482
502,172,154,0.015035556971443268
503,172,155,0.0152484837104784
504,172,158,0.01509790583509849
505,172,161,0.01340698758870542
506,172,162,0.015316599746341556
507,172,163,0.013486211805611098
508,172,165,0.014001538531657491
509,172,166,0.014385623732598047
510,172,167,0.013429492033911238
511,172,173,0.0228100402958291
512,172,174,0.019094561309269918
513,172,175,0.01403110960292174
514,172,176,0.017316078085134988
515,172,177,0.016363136806149366
516,172,179,0.01539028721537766
517,172,181,0.009769841280355244
518,172,182,0.013082260837889569
519,172,183,0.01327468590882914
520,172,184,0.01642613285290483
521,172,185,0.014827660460086796
522,172,187,0.01615820830613539
523,172,189,0.014097126743564604
524,172,191,0.014764776836221372
525,172,193,0.018894971059425253
526,172,196,0.011910251061879405
527,172,197,0.017717249228204352
528,172,198,0.015933741260556845
529,172,200,0.015855952759494415
530,172,202,0.018762990036693385
531,172,203,0.018476659080813
532,172,206,0.0152520906275357
533,172,207,0.01806857770120121
534,172,211,0.01605298787086573
535,172,216,0.014049934776592178
536,172,217,0.017454202645598032
537,172,222,0.014743954409831662
538,172,225,0.015512653936018743
539,172,228,0.012980611912408438
540,172,231,0.015269264122334703
541,172,234,0.017240694115427852
542,172,246,0.01623852178155373
543,172,249,0.006034749305057861
544,172,253,0.016736491659329097
545,172,258,0.011208775230349795
546,172,264,0.015444290283041482
547,172,267,0.011130911046985648
548,172,536,0.018311915357963882
549,172,539,0.017069605290689127
550,210,146,0.01858817909015809
551,210,150,0.01847266169121249
552,210,154,0.013967763110598748
553,210,155,0.013059436413889557
554,210,158,0.014309552130308816
555,210,161,0.01330533640123032
556,210,162,0.01590332479849773
557,210,163,0.013248180998848372
558,210,165,0.014846884187425082
559,210,166,0.013292209906599637
560,210,167,0.013223803190251815
561,210,173,0.016602168503719674
562,210,174,0.017063527880484753
563,210,175,0.013345732839804931
564,210,176,0.016544836236363825
565,210,177,0.016664615513849176
566,210,179,0.015761892974153632
567,210,181,0.011553931009375884
568,210,182,0.014801393200469672
569,210,183,0.014246278170871913
570,210,184,0.020469849430179383
571,210,185,0.01863784987642573
572,210,187,0.021500037982783743
573,210,189,0.017829650558775716
574,210,191,0.018876495475693592
575,210,193,0.020209285201103887
576,210,196,0.012968467749005548
577,210,197,0.018149146647084245
578,210,198,0.015468748544669278
579,210,200,0.017502862435911117
580,210,202,0.014901984618884452
581,210,203,0.025000733870353557
582,210,206,0.017895921690354845
583,210,207,0.01933286484481565
584,210,211,0.01940288961888648
585,210,216,0.018209974612010862
586,210,217,0.018322209404823285
587,210,222,0.016336632233243664
588,210,225,0.015708535128382137
589,210,228,0.0129889210437838
590,210,231,0.01575669380135588
591,210,234,0.016651484210545263
592,210,246,0.01939145959142427
593,210,249,0.005385165564022554
594,210,253,0.019922271811573883
595,210,258,0.012697566610319923
596,210,264,0.01570341602794351
597,210,267,0.010136991294798418
598,210,536,0.0200011424431559
599,210,539,0.01912048089577279
600,215,146,0.01808046036254608
601,215,150,0.017974933425813397
602,215,154,0.014275828076084409
603,215,155,0.013496211651218844
604,215,158,0.013635049248822284
605,215,161,0.01449719887886777
606,215,162,0.015618787625626988
607,215,163,0.01319483206249029
608,215,165,0.016016693541788345
609,215,166,0.012798837934925086
610,215,167,0.013421478099204655
611,215,173,0.01604898854119909
612,215,174,0.015018965926391438
613,215,175,0.013281931839430754
614,215,176,0.01795940873174079
615,215,177,0.016531800397655748
616,215,179,0.018439365738823515
617,215,181,0.012671834389714995
618,215,182,0.016506861703040727
619,215,183,0.016751413561407913
620,215,184,0.018118564253510817
621,215,185,0.01933019814290101
622,215,187,0.018510905084268708
623,215,189,0.019215605336185708
624,215,191,0.01811536048276229
625,215,193,0.019389417075544736
626,215,196,0.016063632199141014
627,215,197,0.020352044173704956
628,215,198,0.015568500060762363
629,215,200,0.019614969663811974
630,215,202,0.01626128837573479
631,215,203,0.02200252397985303
632,215,206,0.018969174107840055
633,215,207,0.018992641994999476
634,215,211,0.01951582903787997
635,215,216,0.02838486681354385
636,215,217,0.021221910694900037
637,215,222,0.017736673245833157
638,215,225,0.015720173571665327
639,215,228,0.013014222067768987
640,215,231,0.015352635261946487
641,215,234,0.018245931602498797
642,215,246,0.019348776667638626
643,215,249,0.005594541877241289
644,215,253,0.019328216581899114
645,215,258,0.016039386192529606
646,215,264,0.015766111595487162
647,215,267,0.010618265978969142
648,215,536,0.01957353304535029
649,215,539,0.016979855151075446
650,277,146,0.019482029999174155
651,277,150,0.018813594892641002
652,277,154,0.013667731003236656
653,277,155,0.01239443544091668
654,277,158,0.013359734255652444
655,277,161,0.013887952038825232
656,277,162,0.017214494864262794
657,277,163,0.0143552991569854
658,277,165,0.014177576736275616
659,277,166,0.01357464429781601
660,277,167,0.012770181725333994
661,277,173,0.015304833405279066
662,277,174,0.015961979459076753
663,277,175,0.014274506068809634
664,277,176,0.016572142594912683
665,277,177,0.017033356264105844
666,277,179,0.015731893044015424
667,277,181,0.011227549649865195
668,277,182,0.015163919387195643
669,277,183,0.01595327368730479
670,277,184,0.020068490098834987
671,277,185,0.01939422401499822
672,277,187,0.023069651481112657
673,277,189,0.017640338874358064
674,277,191,0.01873432913412484
675,277,193,0.01995476092408856
676,277,196,0.013048899994001122
677,277,197,0.018342174261477908
678,277,198,0.015158062395770788
679,277,200,0.016876674046534746
680,277,202,0.015614402577522103
681,277,203,0.023137446276020573
682,277,206,0.01937567956951452
683,277,207,0.020390826995288915
684,277,211,0.020343590638715298
685,277,216,0.015416925522798875
686,277,217,0.017101014468725032
687,277,222,0.01712906930309766
688,277,225,0.014777554319802872
689,277,228,0.014119928565377884
690,277,231,0.01462584358401244
691,277,234,0.017462725630661348
692,277,246,0.01844487762294952
693,277,249,0.005237694240982799
694,277,253,0.01763262927382991
695,277,258,0.012752558038292174
696,277,264,0.016426831853484668
697,277,267,0.009983821891478624
698,277,536,0.01989810686821469
699,277,539,0.01931022420240309
700,178,212,0.01554444381691414
701,178,213,0.015524884210402618
702,178,218,0.014481930322265496
703,178,223,0.01639975344604651
704,178,227,0.013388424569746718
705,178,229,0.011703997704023741
706,178,233,0.01728041105131356
707,178,236,0.017973509923223156
708,178,237,0.015623816169095125
709,178,238,0.016470735815755075
710,178,241,0.01835846361093111
711,178,243,0.015092904652773869
712,178,244,0.017814715171976397
713,178,247,0.005376339227289844
714,178,248,0.008500877096376466
715,178,250,0.016043100819808438
716,178,254,0.013190426213900316
717,178,255,0.014987037373743826
718,178,257,0.013666635763402293
719,178,260,0.013733715059494452
720,178,262,0.01619262715986132
721,178,265,0.00879804336538056
722,178,268,0.011468396981095249
723,178,269,0.018885153063485125
724,178,271,0.0163435360096565
725,178,272,0.015160218540996813
726,178,273,0.01855875135319952
727,178,274,0.017419599519693445
728,178,275,0.013708797938120488
729,178,276,0.017632594344352652
730,178,279,0.013156399495253582
731,178,280,0.01231735411527678
732,178,282,0.013220644437041974
733,178,285,0.013053386257516406
734,178,287,0.01715204899270939
735,178,289,0.018580298543566083
736,178,291,0.015652001965818094
737,178,292,0.016485477883481276
738,178,295,0.01656009435849309
739,178,300,0.015052917716790537
740,178,303,0.014179920215060354
741,178,310,0.015425678171786113
742,178,312,0.01642836902771641
743,178,315,0.01546375222026319
744,178,326,0.0134779723405474
745,178,327,0.013665260750545095
746,178,337,0.014132939280102045
747,178,340,0.015106727345851466
748,178,343,0.015238450084461218
749,178,540,0.015246726930846038
750,178,541,0.015549153864684147
751,199,212,0.018532703715112925
752,199,213,0.016786929030990452
753,199,218,0.014994092480528775
754,199,223,0.017544234939419246
755,199,227,0.014935340719254972
756,199,229,0.012107898761505342
757,199,233,0.019828074926801473
758,199,236,0.019953552314055382
759,199,237,0.02053109514155142
760,199,238,0.01797446335060976
761,199,241,0.016501104956581726
762,199,243,0.017733765003640822
763,199,244,0.01916388383229544
764,199,247,0.0062626636086105325
765,199,248,0.010222216906861164
766,199,250,0.01700509315387531
767,199,254,0.01605782650761748
768,199,255,0.018637118650644213
769,199,257,0.016199038179028756
770,199,260,0.015021586430015891
771,199,262,0.01835808598466147
772,199,265,0.009738956035659534
773,199,268,0.01252821190560151
774,199,269,0.0201432925608008
775,199,271,0.018170678687441856
776,199,272,0.017087745423300566
777,199,273,0.020471689071360617
778,199,274,0.018555511422283254
779,199,275,0.01719719127727611
780,199,276,0.020049692266166427
781,199,279,0.01567337882740744
782,199,280,0.014049990006074743
783,199,282,0.014299819321242382
784,199,285,0.016182714048180908
785,199,287,0.018489472582834687
786,199,289,0.017890430030755737
787,199,291,0.017272916201336655
788,199,292,0.01781487234323611
789,199,295,0.020992007383816045
790,199,300,0.01767224484029943
791,199,303,0.014745529757538975
792,199,310,0.01913844592841401
793,199,312,0.017963704151468838
794,199,315,0.017616458471128492
795,199,326,0.014622447569797328
796,199,327,0.014243745384259881
797,199,337,0.0165566003533429
798,199,340,0.01803800952807085
799,199,343,0.016222692130281602
800,199,540,0.018643625090530982
801,199,541,0.01737530191193589
802,226,212,0.016072267925923596
803,226,213,0.016087439271753424
804,226,218,0.014555404172193878
805,226,223,0.015735912139640717
806,226,227,0.015273453610006515
807,226,229,0.012091324671557878
808,226,233,0.017505636727559504
809,226,236,0.017134638342405698
810,226,237,0.015605824651313962
811,226,238,0.01634893282313867
812,226,241,0.016035855737296
813,226,243,0.015552513254182318
814,226,244,0.01627802424478667
815,226,247,0.00600923777471594
816,226,248,0.009296929420929096
817,226,250,0.015857804718071928
818,226,254,0.013663194924502313
819,226,255,0.015879639084931643
820,226,257,0.01413851801396697
821,226,260,0.0158411141175011
822,226,262,0.015633463613083216
823,226,265,0.009101051771252129
824,226,268,0.01253980541213452
825,226,269,0.017864870426057087
826,226,271,0.01646871763953783
827,226,272,0.015269420200554518
828,226,273,0.01775700317006512
829,226,274,0.01669993804676043
830,226,275,0.014573867704513166
831,226,276,0.016996549511086523
832,226,279,0.014480952429616785
833,226,280,0.013928547843731138
834,226,282,0.012880331487828129
835,226,285,0.013781108106893591
836,226,287,0.017330309273894833
837,226,289,0.01676104256904566
838,226,291,0.015972988693207176
839,226,292,0.015273898642051737
840,226,295,0.01741636523956159
841,226,300,0.014714186293678896
842,226,303,0.013825494381912759
843,226,310,0.01577626018885823
844,226,312,0.015446470643209925
845,226,315,0.01337938143329553
846,226,326,0.014691241543613232
847,226,327,0.014512143593866662
848,226,337,0.015973224235067918
849,226,340,0.01546470872879819
850,226,343,0.015198347229829318
851,226,540,0.016643416862949668
852,226,541,0.014993236777436232
853,232,212,0.009297431799571062
854,232,213,0.009226396748518774
855,232,218,0.00959766291236676
856,232,223,0.009111546543786484
857,232,227,0.008459331343921867
858,232,229,0.010241910407711382
859,232,233,0.009966233939455131
860,232,236,0.010032370226681384
861,232,237,0.009147249215603882
862,232,238,0.009385903165823785
863,232,241,0.010001800861690852
864,232,243,0.009037569321648866
865,232,244,0.010196933084849423
866,232,247,0.011760042372201506
867,232,248,0.011518058374558052
868,232,250,0.009741966851545424
869,232,254,0.00820708072735843
870,232,255,0.00879358859579428
871,232,257,0.009074014078407714
872,232,260,0.008675089654622483
873,232,262,0.009180367965254966
874,232,265,0.010277818009726148
875,232,268,0.011298600495649257
876,232,269,0.01088467453394478
877,232,271,0.009202934271793766
878,232,272,0.009154731316942324
879,232,273,0.010446655753486259
880,232,274,0.009231410893291795
881,232,275,0.008687664067151109
882,232,276,0.010239075539718655
883,232,279,0.008308780050351208
884,232,280,0.008495523526362975
885,232,282,0.007280194453061116
886,232,285,0.008487341024327156
887,232,287,0.009783177583092221
888,232,289,0.01083448868078248
889,232,291,0.009954296730538176
890,232,292,0.009309460804763936
891,232,295,0.009618115514682913
892,232,300,0.008784820413311861
893,232,303,0.009520549715154165
894,232,310,0.009122817542115616
895,232,312,0.009286837010617522
896,232,315,0.008614435238147455
897,232,326,0.015477369017231825
898,232,327,0.009714972191511285
899,232,337,0.009607636319079658
900,232,340,0.009017537998816568
901,232,343,0.009513862650526674
902,232,540,0.008934306803877572
903,232,541,0.009238375332099421
904,235,212,0.020596633642176898
905,235,213,0.016967831009420037
906,235,218,0.016312251646841285
907,235,223,0.01809574368220676
908,235,227,0.01587618531585869
909,235,229,0.012714051622782548
910,235,233,0.02173611023870746
911,235,236,0.02268471919731122
912,235,237,0.017960491340549466
913,235,238,0.018032260197534133
914,235,241,0.01867539621423333
915,235,243,0.018359105085018826
916,235,244,0.02022941086666201
917,235,247,0.0059171976229739276
918,235,248,0.009115048393687649
919,235,250,0.017647061618920504
920,235,254,0.01679393389734617
921,235,255,0.02153103482656877
922,235,257,0.01775569776562382
923,235,260,0.016402174159588872
924,235,262,0.01961770914401052
925,235,265,0.00915738094908502
926,235,268,0.012474508472054729
927,235,269,0.02201470260095684
